                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 2.0327,                 1.8907,                 1.9408,                0.39039,                0.18665,                0.16089,                0.07886,                 2.4425,                 2.7435,                 1.6385,              0.0014456,              0.0014456,              0.0014456
                     16,                 1.9407,                 1.7577,                  1.866,                0.34847,                0.19025,                0.16349,                0.08998,                 2.3281,                 2.4317,                 1.5558,               0.001406,               0.001406,               0.001406
                     17,                 1.9789,                 1.8018,                 1.8318,                0.42146,                0.20013,                 0.1879,                0.09884,                   2.31,                 2.5615,                 1.5688,              0.0013664,              0.0013664,              0.0013664
                     18,                 1.8878,                 1.7018,                 1.8132,                0.48132,                0.21674,                0.21198,                0.11591,                 2.2829,                 2.8622,                 1.5229,              0.0013268,              0.0013268,              0.0013268
                     19,                 1.8342,                 1.6384,                 1.7368,                 0.4374,                0.21481,                0.20786,                0.12117,                 2.1587,                 2.1759,                  1.448,              0.0012872,              0.0012872,              0.0012872
                     20,                 1.7175,                 1.5578,                 1.6944,                0.48738,                0.22364,                0.21976,                0.11545,                 2.2403,                  2.026,                  1.497,              0.0012476,              0.0012476,              0.0012476
                     21,                 1.7513,                 1.5332,                 1.6624,                0.51092,                0.21423,                 0.2197,                0.12046,                 2.1364,                 1.9319,                 1.4499,               0.001208,               0.001208,               0.001208
                     22,                 1.7121,                 1.4771,                 1.6487,                 0.4948,                0.23257,                0.22939,                0.12864,                 2.1003,                 2.5488,                 1.4055,              0.0011684,              0.0011684,              0.0011684
                     23,                 1.6802,                 1.4729,                 1.5695,                0.49217,                0.22144,                0.22288,                0.13457,                 2.0639,                 1.8772,                 1.3851,              0.0011288,              0.0011288,              0.0011288
                     24,                 1.6874,                 1.4841,                 1.6167,                0.52404,                0.21741,                0.22275,                0.13022,                 2.1031,                 2.4504,                  1.407,              0.0010892,              0.0010892,              0.0010892
                     25,                 1.6383,                 1.4142,                 1.5624,                0.52466,                0.24322,                0.25134,                0.15264,                 1.9965,                 1.8464,                 1.3302,              0.0010496,              0.0010496,              0.0010496
                     26,                 1.6028,                 1.3732,                 1.5451,                0.54911,                0.24589,                0.25497,                0.15109,                 2.0185,                 1.8297,                 1.3371,                0.00101,                0.00101,                0.00101
                     27,                 1.5636,                 1.3445,                 1.5291,                0.57528,                0.24996,                 0.2668,                0.16542,                 1.9358,                 1.6715,                 1.3027,              0.0009704,              0.0009704,              0.0009704
                     28,                 1.5579,                 1.3061,                 1.4918,                0.57832,                0.24463,                0.26555,                0.15886,                 1.9952,                 1.6616,                 1.3154,              0.0009308,              0.0009308,              0.0009308
                     29,                 1.5774,                 1.3005,                 1.5001,                0.58447,                0.26156,                0.27705,                0.17361,                 1.9141,                 1.6782,                 1.3119,              0.0008912,              0.0008912,              0.0008912
                     30,                 1.5281,                 1.2809,                 1.4883,                0.59755,                0.25851,                 0.2737,                0.16515,                  1.956,                 1.7875,                 1.2955,              0.0008516,              0.0008516,              0.0008516
                     31,                 1.5132,                 1.2714,                 1.4595,                0.57601,                0.26046,                0.27283,                0.17412,                  1.864,                 1.6471,                  1.268,               0.000812,               0.000812,               0.000812
                     32,                 1.5008,                 1.2522,                 1.4487,                0.62404,                0.26689,                0.28721,                0.18213,                  1.907,                 1.5828,                 1.2737,              0.0007724,              0.0007724,              0.0007724
                     33,                 1.4573,                 1.2098,                 1.4428,                0.57952,                0.26892,                0.28346,                0.18255,                 1.8376,                 1.6268,                 1.2394,              0.0007328,              0.0007328,              0.0007328
                     34,                 1.3835,                 1.1387,                 1.4105,                0.62274,                0.26892,                0.29596,                0.18936,                 1.8243,                  1.532,                 1.2264,              0.0006932,              0.0006932,              0.0006932
                     35,                 1.4789,                 1.2119,                 1.3968,                0.64392,                0.25717,                0.29083,                0.18995,                 1.7961,                 1.5595,                 1.2183,              0.0006536,              0.0006536,              0.0006536
                     36,                 1.3837,                 1.1122,                 1.3908,                0.65113,                0.27927,                0.30304,                0.19291,                 1.7936,                 1.5191,                  1.205,               0.000614,               0.000614,               0.000614
                     37,                 1.4438,                 1.1681,                 1.3936,                0.64978,                0.27206,                0.29764,                0.18923,                  1.803,                  1.666,                 1.2137,              0.0005744,              0.0005744,              0.0005744
                     38,                 1.4302,                 1.1505,                 1.3904,                0.64071,                0.27566,                0.30481,                0.19803,                 1.7757,                 1.4452,                 1.1906,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.3804,                 1.1221,                  1.388,                0.63792,                0.27666,                0.30313,                0.19851,                 1.7611,                 1.5085,                 1.1856,              0.0004952,              0.0004952,              0.0004952
                     40,                 1.3896,                 1.1276,                 1.3632,                0.65917,                0.28585,                0.31045,                0.20298,                  1.755,                 1.4492,                 1.1778,              0.0004556,              0.0004556,              0.0004556
                     41,                 1.3329,                 1.1149,                 1.2963,                0.67413,                0.27895,                0.30718,                0.20116,                 1.7697,                 1.5711,                  1.176,               0.000416,               0.000416,               0.000416
                     42,                 1.2896,                 1.0645,                 1.2716,                0.67383,                 0.2882,                0.31934,                0.21158,                 1.7235,                 1.4346,                 1.1562,              0.0003764,              0.0003764,              0.0003764
                     43,                 1.3417,                 1.0605,                 1.2873,                 0.6842,                0.28303,                0.31495,                0.21006,                 1.7262,                 1.4557,                 1.1592,              0.0003368,              0.0003368,              0.0003368
                     44,                 1.2834,                 1.0378,                 1.2766,                0.70014,                0.28412,                0.32179,                0.21186,                 1.7361,                 1.3835,                 1.1561,              0.0002972,              0.0002972,              0.0002972
                     45,                 1.3061,                 1.0524,                 1.2673,                0.69393,                0.28804,                0.32109,                0.21354,                 1.6928,                  1.376,                 1.1422,              0.0002576,              0.0002576,              0.0002576
                     46,                 1.2777,                 1.0205,                 1.2436,                0.66696,                0.29031,                0.32628,                0.22008,                 1.6708,                 1.3297,                 1.1298,               0.000218,               0.000218,               0.000218
                     47,                 1.2649,                0.98537,                 1.2511,                 0.7001,                 0.2871,                0.32443,                0.21826,                 1.6788,                  1.316,                 1.1237,              0.0001784,              0.0001784,              0.0001784
                     48,                 1.2535,                0.99065,                 1.2406,                0.73222,                0.29259,                0.33204,                0.22103,                 1.6627,                 1.3156,                 1.1279,              0.0001388,              0.0001388,              0.0001388
                     49,                 1.1953,                0.93998,                   1.22,                0.72058,                0.29259,                0.33205,                0.22474,                 1.6469,                 1.3072,                 1.1153,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 1.2098,                0.93912,                  1.216,                0.72407,                0.29353,                0.33477,                0.22739,                 1.6341,                 1.2922,                 1.1097,               5.96e-05,               5.96e-05,               5.96e-05
