                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                 1.0854,                0.80697,                 1.1771,                0.72966,                0.32581,                0.36754,                0.25768,                 1.4136,                 1.1479,                 1.0206,              0.0011288,              0.0011288,              0.0011288
                     90,                 1.1036,                0.83132,                 1.1698,                0.74168,                0.32895,                0.38188,                0.26657,                 1.4323,                 1.0725,                 1.0265,              0.0011189,              0.0011189,              0.0011189
                     91,                 1.0769,                0.83203,                 1.1564,                0.74474,                0.33241,                0.38099,                0.26445,                 1.3994,                 1.0869,                 1.0144,               0.001109,               0.001109,               0.001109
                     92,                 1.1085,                0.82476,                 1.1781,                0.74103,                 0.3338,                0.38381,                0.26859,                 1.4385,                 1.0817,                 1.0202,              0.0010991,              0.0010991,              0.0010991
                     93,                 1.0988,                0.83658,                 1.1529,                0.75853,                0.33869,                 0.3844,                0.26922,                 1.3938,                 1.0538,                 1.0099,              0.0010892,              0.0010892,              0.0010892
                     94,                  1.089,                0.80651,                 1.1562,                 0.7777,                0.33554,                0.38096,                0.26523,                 1.4267,                 1.0501,                  1.015,              0.0010793,              0.0010793,              0.0010793
                     95,                 1.0467,                0.78141,                 1.1495,                0.77327,                0.33976,                0.38627,                0.27184,                 1.3829,                 1.0542,                 1.0085,              0.0010694,              0.0010694,              0.0010694
                     96,                 1.0789,                0.81099,                 1.1429,                0.77779,                0.33302,                0.38343,                0.26737,                 1.4176,                  1.052,                 1.0103,              0.0010595,              0.0010595,              0.0010595
                     97,                 1.0575,                 0.7871,                 1.1487,                 0.7655,                0.33919,                0.39181,                0.27315,                 1.3918,                 1.0191,                 1.0071,              0.0010496,              0.0010496,              0.0010496
                     98,                 1.0547,                0.78159,                 1.1427,                0.77558,                0.33051,                 0.3887,                  0.273,                 1.3705,                 1.0645,                 1.0037,              0.0010397,              0.0010397,              0.0010397
                     99,                 1.0863,                0.79272,                 1.1452,                0.79548,                0.33224,                0.38512,                0.27079,                 1.3994,                 1.0425,                 1.0084,              0.0010298,              0.0010298,              0.0010298
                    100,                 1.0533,                0.78584,                 1.1353,                0.76176,                0.33803,                0.38381,                0.26967,                 1.4114,                 1.0947,                  1.013,              0.0010199,              0.0010199,              0.0010199
                    101,                  1.064,                0.78303,                  1.153,                0.75003,                 0.3313,                0.38065,                0.27119,                 1.4036,                  1.036,                 1.0013,                0.00101,                0.00101,                0.00101
                    102,                  1.057,                0.80227,                 1.1452,                0.80271,                0.33333,                0.39094,                 0.2802,                 1.3666,                 1.0104,                0.98954,              0.0010001,              0.0010001,              0.0010001
                    103,                 1.0461,                0.77636,                 1.1319,                0.79319,                0.32973,                 0.3872,                0.27474,                 1.3595,                 1.0311,                 1.0016,              0.0009902,              0.0009902,              0.0009902
                    104,                 1.0933,                0.78978,                 1.1397,                0.77518,                0.33976,                0.38838,                0.27397,                 1.3755,                 1.0242,                0.99235,              0.0009803,              0.0009803,              0.0009803
                    105,                 1.0053,                0.75675,                 1.1265,                0.78078,                0.34216,                0.39385,                0.27917,                 1.3527,                 1.0188,                 0.9914,              0.0009704,              0.0009704,              0.0009704
                    106,                 1.0364,                0.76236,                 1.1449,                0.76275,                0.34164,                0.39192,                0.27422,                 1.3754,                0.99259,                 0.9901,              0.0009605,              0.0009605,              0.0009605
                    107,                 1.0808,                0.77423,                 1.1414,                0.79603,                0.33521,                0.39468,                0.27864,                 1.3393,                0.98134,                0.98594,              0.0009506,              0.0009506,              0.0009506
                    108,                 1.0257,                0.75644,                 1.1249,                0.78473,                0.33286,                0.38626,                0.27431,                 1.3475,                0.99778,                0.98339,              0.0009407,              0.0009407,              0.0009407
                    109,                 1.0348,                0.76705,                 1.1311,                0.77764,                0.34681,                0.39774,                0.28211,                 1.3599,                 1.0073,                0.98445,              0.0009308,              0.0009308,              0.0009308
                    110,                0.96869,                0.72927,                 1.1117,                0.81992,                0.33898,                 0.3939,                0.27934,                 1.3554,                0.99367,                0.97796,              0.0009209,              0.0009209,              0.0009209
                    111,                 1.0084,                0.74403,                 1.1115,                0.75398,                0.34007,                0.39001,                0.27577,                 1.3535,                 1.0066,                0.97861,               0.000911,               0.000911,               0.000911
                    112,                 1.0501,                0.76417,                 1.1371,                0.77535,                 0.3454,                0.39416,                0.28208,                 1.3382,                0.97174,                0.97727,              0.0009011,              0.0009011,              0.0009011
                    113,                 1.0456,                0.75307,                 1.1076,                0.77075,                0.34415,                0.39306,                0.28096,                 1.3476,                 1.0172,                0.97225,              0.0008912,              0.0008912,              0.0008912
                    114,                0.98489,                0.72835,                 1.1087,                0.78217,                0.34932,                 0.3964,                0.28399,                 1.3227,                0.99805,                0.96965,              0.0008813,              0.0008813,              0.0008813
                    115,                 1.0124,                0.73492,                 1.1283,                 0.8026,                0.34258,                 0.3989,                0.28033,                 1.3603,                0.97485,                0.98469,              0.0008714,              0.0008714,              0.0008714
                    116,                 1.0415,                 0.7644,                 1.1262,                0.77289,                0.34477,                0.39841,                0.28428,                 1.3277,                 1.0019,                0.96745,              0.0008615,              0.0008615,              0.0008615
                    117,                 1.0117,                0.74571,                 1.1126,                0.75274,                0.35638,                0.40044,                0.28427,                 1.3234,                  1.004,                0.96791,              0.0008516,              0.0008516,              0.0008516
                    118,                0.99153,                0.73512,                 1.1119,                0.78775,                0.34321,                0.39429,                0.28188,                 1.3351,                 1.0037,                0.97528,              0.0008417,              0.0008417,              0.0008417
                    119,                 1.0006,                 0.7451,                 1.1024,                0.78333,                0.34979,                0.40362,                0.28779,                 1.3132,                0.96101,                0.96594,              0.0008318,              0.0008318,              0.0008318
                    120,                0.97304,                0.72102,                 1.1106,                0.78088,                0.35418,                0.40502,                0.29025,                 1.3027,                0.94653,                0.96569,              0.0008219,              0.0008219,              0.0008219
                    121,                0.99447,                0.72261,                 1.1006,                0.77884,                0.34712,                0.39336,                0.28452,                 1.3017,                 1.0228,                 0.9655,               0.000812,               0.000812,               0.000812
                    122,                0.99941,                0.72773,                 1.1012,                0.80065,                0.34932,                0.40425,                0.28966,                 1.2906,                0.94503,                0.95833,              0.0008021,              0.0008021,              0.0008021
                    123,                0.95452,                0.68948,                 1.0914,                0.82868,                0.34368,                0.40554,                0.29014,                 1.2995,                0.94446,                0.95822,              0.0007922,              0.0007922,              0.0007922
                    124,                0.97849,                0.70538,                 1.0995,                0.77541,                0.35655,                0.40731,                0.29209,                 1.3081,                 0.9287,                0.96164,              0.0007823,              0.0007823,              0.0007823
                    125,                 1.0233,                0.72977,                 1.1079,                0.79142,                0.35355,                0.40778,                0.29203,                 1.3033,                0.93378,                 0.9625,              0.0007724,              0.0007724,              0.0007724
                    126,                0.98497,                 0.7096,                 1.0908,                0.81106,                0.34983,                0.40112,                0.29009,                 1.2974,                 0.9414,                0.95683,              0.0007625,              0.0007625,              0.0007625
                    127,                0.97469,                 0.7136,                 1.0897,                0.81707,                 0.3501,                0.40574,                0.29435,                 1.2871,                0.92231,                0.95481,              0.0007526,              0.0007526,              0.0007526
                    128,                0.93056,                0.67899,                 1.0795,                0.78276,                  0.349,                0.40615,                0.29165,                 1.2926,                0.92805,                0.95038,              0.0007427,              0.0007427,              0.0007427
                    129,                0.95488,                0.70704,                 1.0833,                0.79208,                0.35344,                0.40905,                  0.293,                 1.2953,                0.91667,                0.95171,              0.0007328,              0.0007328,              0.0007328
                    130,                  1.026,                0.73365,                  1.102,                0.78277,                0.35339,                0.40816,                0.29495,                 1.2874,                0.93342,                0.95411,              0.0007229,              0.0007229,              0.0007229
                    131,                 0.9493,                0.69201,                 1.0852,                0.79331,                0.35127,                0.41239,                0.29976,                 1.2713,                0.93642,                0.94907,               0.000713,               0.000713,               0.000713
                    132,                0.96197,                0.70965,                 1.0955,                0.81756,                0.35355,                0.40767,                0.29608,                 1.2649,                0.92511,                0.95088,              0.0007031,              0.0007031,              0.0007031
                    133,                0.96762,                0.69242,                 1.0921,                0.78944,                0.35841,                0.41141,                0.30032,                 1.2564,                0.90576,                0.94322,              0.0006932,              0.0006932,              0.0006932
                    134,                0.96534,                0.68692,                 1.0851,                0.79753,                0.35543,                0.40996,                0.29541,                 1.2768,                0.92578,                0.94947,              0.0006833,              0.0006833,              0.0006833
                    135,                0.95234,                0.68749,                 1.0994,                0.80114,                0.35861,                0.41639,                0.30355,                 1.2422,                 0.8928,                0.94325,              0.0006734,              0.0006734,              0.0006734
                    136,                0.90784,                0.65332,                 1.0944,                0.80764,                0.35991,                0.41472,                0.29922,                 1.2766,                0.91362,                0.94513,              0.0006635,              0.0006635,              0.0006635
                    137,                0.99635,                0.69473,                 1.0876,                0.81508,                0.35371,                0.41286,                0.30099,                 1.2657,                0.90136,                0.94026,              0.0006536,              0.0006536,              0.0006536
                    138,                0.95277,                0.69142,                 1.0735,                0.79666,                0.35919,                0.41432,                0.30175,                 1.2517,                0.90769,                0.94016,              0.0006437,              0.0006437,              0.0006437
                    139,                0.93129,                0.67579,                 1.0828,                0.77355,                0.36296,                0.41515,                0.30096,                 1.2693,                0.89079,                0.94119,              0.0006338,              0.0006338,              0.0006338
                    140,                 0.9352,                0.65385,                 1.0825,                0.79115,                 0.3617,                0.42047,                0.30519,                 1.2524,                0.89774,                0.94042,              0.0006239,              0.0006239,              0.0006239
                    141,                0.91715,                0.66977,                 1.0769,                0.78337,                0.36213,                0.41645,                0.30226,                 1.2579,                0.90737,                0.93537,               0.000614,               0.000614,               0.000614
                    142,                0.95593,                 0.6675,                 1.0836,                0.78701,                0.36139,                0.41348,                 0.3001,                 1.2555,                0.88831,                0.94309,              0.0006041,              0.0006041,              0.0006041
                    143,                0.86716,                0.63331,                 1.0547,                0.78875,                0.36734,                0.41803,                 0.3033,                 1.2636,                0.89822,                0.93754,              0.0005942,              0.0005942,              0.0005942
                    144,                0.95321,                0.67174,                 1.0708,                0.79921,                0.36389,                0.41762,                0.30274,                 1.2549,                0.89435,                0.93602,              0.0005843,              0.0005843,              0.0005843
                    145,                0.91817,                0.65159,                 1.0547,                0.80247,                0.36139,                0.41527,                 0.3013,                 1.2633,                0.89063,                0.93408,              0.0005744,              0.0005744,              0.0005744
                    146,                0.93824,                0.67227,                 1.0705,                0.79897,                0.36126,                0.42161,                0.30771,                 1.2269,                0.87525,                0.93082,              0.0005645,              0.0005645,              0.0005645
                    147,                0.90747,                0.65338,                 1.0655,                 0.7881,                0.36468,                0.41944,                0.30729,                 1.2399,                0.86917,                0.92886,              0.0005546,              0.0005546,              0.0005546
                    148,                0.89946,                0.63551,                 1.0571,                0.81056,                0.36295,                0.42218,                0.30873,                 1.2347,                0.87313,                0.92708,              0.0005447,              0.0005447,              0.0005447
                    149,                0.92546,                0.66489,                 1.0753,                0.78976,                0.36844,                0.42225,                0.30882,                 1.2161,                0.86398,                0.92359,              0.0005348,              0.0005348,              0.0005348
                    150,                0.90458,                0.65484,                 1.0676,                0.80911,                0.36499,                0.41855,                 0.3043,                 1.2314,                0.87111,                0.92923,              0.0005249,              0.0005249,              0.0005249
                    151,                0.90298,                0.64846,                 1.0669,                0.80282,                0.36434,                0.42152,                0.30735,                  1.232,                 0.8641,                0.92922,               0.000515,               0.000515,               0.000515
                    152,                0.90083,                0.64388,                 1.0659,                0.80588,                0.36693,                0.42124,                0.30755,                 1.2079,                0.87316,                0.92224,              0.0005051,              0.0005051,              0.0005051
                    153,                 0.9192,                0.64438,                 1.0544,                0.79768,                0.36734,                0.42022,                0.30861,                 1.2228,                0.86558,                0.92624,              0.0004952,              0.0004952,              0.0004952
